TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target
-0.9705457776964133,680,1,36,0,1.4198617381496486,0,-0.5483933775337999,-0.2046294076264745,-0.0003151297671230473,105,3
0.2689630980830924,1178,1,15,0,1.307715254857371,0,0.3079597138762569,-0.2046294076264745,2.2183807457903577,192,3
-0.5865256317280008,1262,1,23,2,-1.439873585803431,3,-0.9052071656213235,-0.2046294076264745,-1.0240913595486316,41,3
-0.3872937895103424,818,1,33,2,-1.0473608942804593,3,-1.347656262849853,-0.2046294076264745,0.8866936524759148,163,3
-0.7033745424531488,635,1,28,0,-1.4959468274495697,3,0.7504088111047863,-0.2046294076264745,-1.111505416232241,13,3
1.773966115776767,610,1,26,0,0.5787631134575663,0,0.008236131882737053,-0.2046294076264745,-1.049871411431692,9,0
-0.36840081976216377,234,1,22,2,-1.3277271025111534,3,0.7646813626282872,-0.2046294076264745,-0.9197959490938808,49,0
1.6569118466847907,2173,1,22,0,-1.0473608942804593,3,0.051053786453239894,-0.2046294076264745,-1.2634068088295642,43,2
-0.4472242062296552,283,1,21,2,-1.4959468274495697,3,0.20805185321175032,-0.2046294076264745,-1.235119828441502,226,0
0.5742967631618986,2354,1,10,0,-0.4866284778190712,1,0.13668909559424558,-0.2046294076264745,-0.4228416355328183,355,2
0.6683508951691355,2367,1,8,2,-0.31840875288065473,1,1.635307005561845,-0.2046294076264745,-0.0008899015021489268,327,2
-0.8157397955025515,413,1,20,1,1.4759349797957872,2,-1.1621130930443406,-0.2046294076264745,0.16356666118214688,181,0
-0.7252109821258625,1479,1,19,1,-0.37448199452679354,0,-0.3771227592517885,-0.2046294076264745,1.0347820504382,110,1
-0.8401089883661441,1029,1,1,2,-0.31840875288065473,1,0.008236131882737053,-0.2046294076264745,0.9908376721611724,38,3
-0.5206398223706753,436,1,33,2,-1.3277271025111534,3,-0.33430510468128566,-0.2046294076264745,-0.8166064610400058,46,0
-0.8807699449980937,601,1,25,1,-0.4305552361729324,1,-0.34857765620478665,-0.2046294076264745,-0.6227339020595613,335,0
-0.5825553699693257,160,1,19,2,-0.03804254464996068,0,1.10722259919231,-0.2046294076264745,-0.8573793309934081,298,0
-0.8265211097610229,1753,1,11,1,-0.9912876526343205,3,2.3346620302133916,-0.2046294076264745,-0.9652439712848602,127,1
-0.8164243233919781,224,1,3,0,-0.8791411693420429,0,1.9635756906023667,-0.2046294076264745,1.2086120111048604,35,0
1.985656365581992,505,1,20,2,-1.2716538608650145,3,0.4364126775877655,-0.2046294076264745,-1.2096990088928328,87,0
-0.5917622700821156,1924,1,39,1,0.24232366358073337,1,-1.0622052323798339,-0.2046294076264745,0.16711536345688288,0,2
-0.7513599475019647,2190,1,25,1,-1.0473608942804593,3,0.3650499199702607,-0.2046294076264745,-1.080988629425708,354,2
0.12996971013498876,161,1,28,2,0.5787631134575663,2,1.378401078138828,-0.2046294076264745,-1.0505103317978595,69,0
0.10546361169351084,1393,1,35,0,1.0273490466266768,2,-0.006036419640763895,-0.2046294076264745,-0.20265274211297196,68,1
-0.9023325735150366,53,1,30,2,-0.37448199452679354,0,-1.4332915719908585,-0.2046294076264745,2.3352775133465027,321,0
-0.8294303532910866,684,1,40,0,-1.439873585803431,3,-0.03458152268776579,-0.2046294076264745,-1.2500382340997198,100,3
0.022772642650758162,1358,1,21,1,-0.9912876526343205,3,-1.2334758506618453,-0.2046294076264745,-1.0891996542117928,210,1
0.4710015046474005,1854,1,6,1,1.6441547047342038,2,-0.41994041382229136,-0.2046294076264745,-0.11294216443450432,288,1
-0.4557808048474897,2359,1,3,1,-1.0473608942804593,3,-0.6340286866748056,-0.2046294076264745,-0.9248098061038839,250,2
0.7275967839990216,1869,1,28,2,-1.439873585803431,3,-0.20585214096977716,-0.2046294076264745,-1.1115002843417499,311,1
1.1268819019016505,2233,1,10,2,-1.0473608942804593,3,0.2651420593057541,-0.2046294076264745,-1.2439518119770345,61,2
0.4343450361685976,355,1,29,2,0.35447014687301104,1,2.063483551266873,-0.2046294076264745,0.018067301972724367,360,0
-0.7263746795378879,1033,1,41,1,1.251642013211232,0,0.3650499199702607,-0.2046294076264745,2.5124355049967737,22,3
-0.4386333812173494,1666,1,36,1,-0.9352144109881817,3,0.32223226539975786,-0.2046294076264745,-1.0763006474619026,155,1
-0.660660002152919,603,1,29,0,0.971275804980538,2,-0.41994041382229136,-0.2046294076264745,-0.1631063939869911,258,0
0.06603480526252935,1415,1,23,1,-1.1034341359265982,3,-0.5198482744867979,-0.2046294076264745,-0.9723413758343322,172,1
0.30414783159962777,1054,1,16,1,0.18625042193459457,1,-1.3048386082793502,-0.2046294076264745,0.1327034717674505,46,3
-0.6351955646662435,1833,1,18,1,-1.2155806192188758,3,-0.9765699232388283,-0.2046294076264745,-1.0733703379913686,313,1
0.9270682109779793,1864,1,16,0,0.07410393864231694,1,0.46495778063476734,-0.2046294076264745,0.09916656740678548,360,1
0.17792088878933324,2091,1,19,2,0.18625042193459457,1,1.5211265933738374,-0.2046294076264745,0.3946890472937141,106,2
-0.9990221378965665,2057,1,5,2,0.2983969052268722,0,0.06532633797674084,-0.2046294076264745,2.2771947767659357,308,2
0.002613296307140128,756,1,16,1,0.6348363551037051,2,1.5068540418503364,-0.2046294076264745,-0.5385118812615421,229,3
0.764629742817009,721,1,0,1,-1.1034341359265982,3,0.12241654407074462,-0.2046294076264745,-0.8113565370674028,346,3
-0.5616772693418094,1300,1,1,0,-0.03804254464996068,1,1.4354912842328318,-0.2046294076264745,-0.3251458362498831,235,1
-0.528614572282497,92,1,9,2,-0.54270171946521,1,0.22232440473525125,-0.2046294076264745,0.32366368289408065,183,0
-0.9339919884010243,1222,1,4,0,0.971275804980538,2,-0.9194797171448245,-0.2046294076264745,0.1931058228500869,351,3
-0.22430769903783082,2461,1,43,0,-0.4305552361729324,1,-0.9765699232388283,-0.2046294076264745,0.40450378785833113,174,2
-0.7054965789103718,499,1,25,1,-0.03804254464996068,0,-0.7196639958158112,-0.2046294076264745,2.4537138480500387,312,0
-0.6070614684108036,2391,1,24,1,-1.439873585803431,3,-0.6054835836278036,-0.2046294076264745,-0.962498409872013,27,2
-0.4223758438434638,1298,1,39,2,0.2983969052268722,0,-0.7482090988628132,-0.2046294076264745,1.3894341725659216,246,1
-0.38999767467357804,1125,1,10,0,-0.37448199452679354,1,-0.24866979554028,-0.2046294076264745,-1.1703066174815908,208,3
-0.12919254880198247,2076,1,10,2,0.24232366358073337,0,0.7218637080577844,-0.2046294076264745,0.5294627553763134,195,2
-0.48925421864045826,1204,1,36,2,-0.5987749611113489,0,0.5363205382522721,-0.2046294076264745,-0.9211020152239173,199,3
-0.9347107426849223,1977,1,23,1,1.0834222882728155,0,-0.7196639958158112,-0.2046294076264745,1.2204897716469814,341,2
0.3261896296391694,2166,1,18,2,-1.159507377572737,3,-0.2772148985872819,-0.2046294076264745,-1.1089471688223267,135,2
-0.2293047526306462,592,1,15,1,-1.3277271025111534,3,0.22232440473525125,-0.2046294076264745,-1.1534919782868365,260,0
1.1859908851536511,430,1,35,0,-0.8791411693420429,1,-0.6768463412453084,-0.2046294076264745,-1.0186592534635874,101,0
-0.9319726311272152,1293,1,21,0,0.6909095967498439,1,-0.5912110321043027,-0.2046294076264745,-1.2604944609757498,281,1
-0.5135207323206369,1622,1,5,1,1.4759349797957872,2,0.19377930168824936,-0.2046294076264745,-0.7691775291193835,59,1
-0.6250987782971988,1680,1,35,1,-0.4305552361729324,0,0.7932264656752891,-0.2046294076264745,0.6492410794433253,135,1
0.2933665173411564,162,1,13,1,-0.8230679276959041,1,-1.361928814373354,-0.2046294076264745,0.9721062718679164,283,0
-0.3473858135567623,377,1,41,1,-0.9912876526343205,1,0.3793224714937617,-0.2046294076264745,1.1047476794513795,129,0
-0.5740329977459625,9,1,19,0,-0.7109214444036265,1,1.649579557085346,-0.2046294076264745,0.7291086911594739,12,0
0.031637278818834616,2265,1,7,2,0.07410393864231694,1,-0.9765699232388283,-0.2046294076264745,1.1045475357222185,264,2
-0.6252356838750841,2052,1,39,2,0.8030560800421215,2,-0.5626659290573008,-0.2046294076264745,0.2646110190106572,181,2
1.5707640118004331,457,1,34,1,-0.9912876526343205,3,-1.4618366750378604,-0.2046294076264745,-1.2041437374359973,316,0
0.7054180803815945,2245,1,20,2,-1.2716538608650145,3,-1.2049307476148434,-0.2046294076264745,-1.1971720642035621,179,2
-0.5292306473829811,1384,1,35,0,1.0273490466266768,2,0.3935950230172626,-0.2046294076264745,0.7359161438961873,258,1
